Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating,Price_In_Thousands,Price_Category,Processor_Brand,Processor_Types,Has_Offer,Value_for_Money
Hp,14,12Th Gen,4,256,Grey,2.09,AMD Ryzen 7,548,194451,23.95,3.3,194.451,Premium,AMD,Ryzen 7,1,58924.545454545456
Acer,X1,13Th Gen,4,512,Silver,2.38,AMD Ryzen 3,709,175448,26.689999999999998,3.7,175.448,Premium,AMD,Ryzen 3,1,47418.37837837837
Hp,14,12Th Gen,32,256,Blue,2.34,Intel Core I5,563,144415,23.42,4.1,144.415,Premium,Intel,i5,1,35223.17073170732
Dell,16,12Th Gen,8,1024,Grey,2.19,AMD Ryzen 5,628,191714,20.87,4.3,191.714,Premium,AMD,Ryzen 5,1,44584.6511627907
Acer,X1,11Th Gen,12,512,White,1.99,AMD Ryzen 3,654,142157,23.205,4.9,142.157,Premium,AMD,Ryzen 3,1,29011.632653061224
Dell,15,12Th Gen,12,512,Silver,2.36,Intel Core I3,536,106129,40.25,4.9,106.129,Premium,Intel,i3,1,21658.979591836734
Acer,X1,13Th Gen,32,1024,Silver,1.61,Intel Core I3,970,152529,29.96,3.0,152.529,Premium,Intel,i3,1,50843.0
Dell,15,12Th Gen,4,256,White,2.57,Intel Core I5,565,106075,23.725,3.4,106.075,Premium,Intel,i5,1,31198.529411764706
Asus,X1,10Th Gen,16,1024,Silver,2.05,AMD Ryzen 5,582,133048,32.74,2.7,133.048,Premium,AMD,Ryzen 5,1,49277.03703703704
Dell,15,12Th Gen,32,1024,Blue,2.11,AMD Ryzen 3,536,146701,19.78,4.2,146.701,Premium,AMD,Ryzen 3,1,34928.80952380952
Hp,Vivobook,11Th Gen,32,256,Black,2.19,AMD Ryzen 5,618,82572,12.89,2.8,82.572,Premium,AMD,Ryzen 5,1,29490.000000000004
Hp,16,12Th Gen,32,256,White,1.26,Intel Core I3,559,133423,6.74,3.4,133.423,Premium,Intel,i3,1,39242.05882352941
Acer,14,10Th Gen,16,512,Black,2.5,Intel Core I3,794,169118,17.25,5.0,169.118,Premium,Intel,i3,1,33823.6
Asus,Inspiron,11Th Gen,12,512,Black,2.86,Intel Core I5,703,158472,24.5,4.2,158.472,Premium,Intel,i5,1,37731.42857142857
Asus,16,13Th Gen,32,256,White,2.77,Intel Core I3,481,148427,22.26,3.6,148.427,Premium,Intel,i3,1,41229.72222222222
Acer,X1,11Th Gen,8,256,Silver,2.77,Intel Core I3,958,88987,11.61,3.7,88.987,Premium,Intel,i3,1,24050.54054054054
Acer,Vivobook,12Th Gen,16,512,White,2.49,AMD Ryzen 7,375,21302,43.51,2.9,21.302,Budget,AMD,Ryzen 7,1,7345.517241379311
Dell,15,10Th Gen,8,512,Silver,2.99,Intel Core I7,707,101649,29.65,3.1,101.649,Premium,Intel,i7,1,32790.0
Hp,Vivobook,11Th Gen,12,1024,Black,1.82,Intel Core I7,428,31418,24.130000000000003,4.4,31.418,Budget,Intel,i7,1,7140.454545454545
Asus,14,13Th Gen,8,512,White,2.9,Intel Core I5,537,78939,28.17,3.7,78.939,Mid-Range,Intel,i5,1,21334.864864864863
Lenovo,15,11Th Gen,32,1024,Silver,1.66,AMD Ryzen 3,580,144860,27.5,3.1,144.86,Premium,AMD,Ryzen 3,1,46729.032258064515
Asus,Inspiron,11Th Gen,8,1024,White,2.01,AMD Ryzen 3,640,150138,28.134999999999998,3.8,150.138,Premium,AMD,Ryzen 3,1,39510.0
Lenovo,15,11Th Gen,4,1024,Silver,2.61,AMD Ryzen 5,539,47948,23.79,3.7,47.948,Mid-Range,AMD,Ryzen 5,1,12958.918918918918
Dell,14,12Th Gen,8,512,Black,2.89,Intel Core I5,846,23064,20.24,2.7,23.064,Budget,Intel,i5,1,8542.22222222222
Asus,Vivobook,13Th Gen,16,512,Grey,2.28,AMD Ryzen 7,565,162018,16.15,4.7,162.018,Premium,AMD,Ryzen 7,1,34471.91489361702
Acer,16,12Th Gen,8,256,Blue,2.73,AMD Ryzen 7,648,109317,22.415,3.2,109.317,Premium,AMD,Ryzen 7,1,34161.5625
Asus,14,12Th Gen,32,256,Black,1.67,Intel Core I5,550,163543,29.23,3.8,163.543,Premium,Intel,i5,1,43037.631578947374
Acer,Vivobook,12Th Gen,8,256,White,2.95,Intel Core I3,559,84180,22.415,4.7,84.18,Premium,Intel,i3,1,17910.63829787234
Dell,15,13Th Gen,16,512,Black,1.99,AMD Ryzen 5,536,199541,27.33,4.2,199.541,Premium,AMD,Ryzen 5,1,47509.7619047619
Lenovo,14,13Th Gen,4,1024,Grey,1.77,Intel Core I7,482,81973,15.49,3.6,81.973,Premium,Intel,i7,1,22770.277777777777
Hp,16,13Th Gen,12,1024,Black,1.52,Intel Core I7,487,117508,24.39,4.3,117.508,Premium,Intel,i7,1,27327.44186046512
Acer,Vivobook,10Th Gen,4,512,Grey,2.98,AMD Ryzen 5,354,37031,29.36,4.3,37.031,Budget,AMD,Ryzen 5,1,8611.860465116279
Dell,X1,13Th Gen,32,512,Blue,2.81,AMD Ryzen 5,653,51618,24.424999999999997,4.8,51.618,Mid-Range,AMD,Ryzen 5,1,10753.75
Asus,Vivobook,11Th Gen,4,256,Silver,1.6,AMD Ryzen 3,508,98120,29.37,4.4,98.12,Premium,AMD,Ryzen 3,1,22300.0
Acer,X1,13Th Gen,4,1024,Grey,2.55,Intel Core I5,343,94759,26.689999999999998,3.1,94.759,Premium,Intel,i5,1,30567.41935483871
Hp,14,13Th Gen,32,256,White,1.21,AMD Ryzen 7,634,77603,41.75,2.9,77.603,Mid-Range,AMD,Ryzen 7,1,26759.655172413793
Acer,Vivobook,12Th Gen,16,512,Silver,2.55,Intel Core I3,425,59402,5.83,2.5,59.402,Mid-Range,Intel,i3,1,23760.8
Hp,15,13Th Gen,32,512,Blue,2.43,AMD Ryzen 7,547,39719,34.79,3.5,39.719,Budget,AMD,Ryzen 7,1,11348.285714285714
Asus,Inspiron,10Th Gen,16,1024,Blue,2.08,AMD Ryzen 5,490,156869,8.62,3.2,156.869,Premium,AMD,Ryzen 5,1,49021.5625
Dell,15,11Th Gen,32,256,Grey,2.96,Intel Core I3,473,163772,43.81,3.1,163.772,Premium,Intel,i3,1,52829.67741935484
Acer,Inspiron,10Th Gen,12,1024,Blue,2.35,AMD Ryzen 7,382,28656,25.310000000000002,2.8,28.656,Budget,AMD,Ryzen 7,1,10234.285714285716
Hp,X1,11Th Gen,32,256,White,2.18,AMD Ryzen 3,563,103626,9.08,3.1,103.626,Premium,AMD,Ryzen 3,1,33427.74193548387
Asus,X1,12Th Gen,4,256,Grey,2.66,Intel Core I7,537,143780,32.41,3.7,143.78,Premium,Intel,i7,1,38859.45945945946
Dell,15,11Th Gen,32,1024,Black,1.47,Intel Core I3,463,175039,28.55,2.8,175.039,Premium,Intel,i3,1,62513.92857142857
Hp,16,10Th Gen,4,256,Blue,1.76,AMD Ryzen 3,457,36884,22.77,4.6,36.884,Budget,AMD,Ryzen 3,1,8018.260869565218
Acer,X1,11Th Gen,16,256,Silver,2.04,AMD Ryzen 5,494,81719,24.86,4.6,81.719,Premium,AMD,Ryzen 5,1,17765.0
Dell,15,11Th Gen,32,256,White,1.66,AMD Ryzen 5,477,58779,16.5,3.3,58.779,Mid-Range,AMD,Ryzen 5,1,17811.818181818184
Lenovo,Vivobook,13Th Gen,16,512,White,2.23,Intel Core I5,458,32390,31.68,3.5,32.39,Budget,Intel,i5,1,9254.285714285714
Lenovo,Inspiron,13Th Gen,12,512,Silver,2.86,AMD Ryzen 7,526,193282,25.75,3.5,193.282,Premium,AMD,Ryzen 7,1,55223.42857142857
Hp,Vivobook,13Th Gen,16,512,White,1.8,Intel Core I7,646,179927,21.869999999999997,3.5,179.927,Premium,Intel,i7,1,51407.71428571428
Hp,X1,12Th Gen,32,512,Black,2.42,AMD Ryzen 3,297,32304,23.42,2.6,32.304,Budget,AMD,Ryzen 3,1,12424.615384615385
Acer,Vivobook,12Th Gen,16,1024,Silver,2.54,Intel Core I7,112,174241,23.68,4.0,174.241,Premium,Intel,i7,1,43560.25
Asus,14,12Th Gen,12,1024,Black,1.58,AMD Ryzen 5,641,183409,6.19,3.0,183.409,Premium,AMD,Ryzen 5,1,61136.333333333336
Asus,15,10Th Gen,32,256,Black,1.4,Intel Core I5,537,109998,29.28,2.6,109.998,Premium,Intel,i5,1,42306.92307692308
Asus,16,11Th Gen,12,512,Grey,1.73,AMD Ryzen 5,479,72209,24.5,4.1,72.209,Mid-Range,AMD,Ryzen 5,1,17611.951219512197
Lenovo,16,10Th Gen,16,256,White,1.43,AMD Ryzen 3,928,129735,34.9,2.5,129.735,Premium,AMD,Ryzen 3,1,51894.0
Hp,15,12Th Gen,4,256,Silver,1.78,AMD Ryzen 3,554,49880,0.84,3.8,49.88,Mid-Range,AMD,Ryzen 3,1,13126.315789473685
Acer,Inspiron,13Th Gen,12,1024,Silver,2.74,Intel Core I7,627,142171,28.17,4.2,142.171,Premium,Intel,i7,1,33850.23809523809
Dell,16,10Th Gen,4,256,Silver,2.69,AMD Ryzen 7,551,195762,24.615000000000002,3.0,195.762,Premium,AMD,Ryzen 7,1,65254.0
Acer,X1,10Th Gen,16,256,Grey,2.32,Intel Core I5,559,106746,15.41,4.7,106.746,Premium,Intel,i5,1,22711.91489361702
Hp,Inspiron,13Th Gen,32,256,Blue,2.56,Intel Core I5,199,87003,27.21,4.0,87.003,Premium,Intel,i5,1,21750.75
Acer,X1,12Th Gen,4,256,White,2.66,AMD Ryzen 7,541,147193,28.82,4.8,147.193,Premium,AMD,Ryzen 7,1,30665.208333333336
Asus,Inspiron,12Th Gen,4,256,Grey,1.29,AMD Ryzen 7,565,72259,48.32,4.7,72.259,Mid-Range,AMD,Ryzen 7,1,15374.255319148935
Dell,X1,13Th Gen,16,1024,Blue,1.39,Intel Core I3,593,89162,25.19,4.3,89.162,Premium,Intel,i3,1,20735.3488372093
Asus,Vivobook,10Th Gen,8,1024,Blue,1.72,AMD Ryzen 5,394,137641,27.28,3.1,137.641,Premium,AMD,Ryzen 5,1,44400.32258064516
Dell,14,11Th Gen,16,512,Blue,1.26,Intel Core I5,286,175936,21.994999999999997,4.2,175.936,Premium,Intel,i5,1,41889.52380952381
Acer,Vivobook,10Th Gen,8,512,White,2.45,Intel Core I3,639,76021,28.34,4.2,76.021,Mid-Range,Intel,i3,1,18100.238095238095
Asus,Inspiron,10Th Gen,8,512,Grey,2.77,AMD Ryzen 5,498,80031,7.22,2.9,80.031,Premium,AMD,Ryzen 5,1,27596.896551724138
Hp,14,10Th Gen,16,512,Blue,1.35,AMD Ryzen 5,171,70560,22.34,3.0,70.56,Mid-Range,AMD,Ryzen 5,1,23520.0
Acer,16,11Th Gen,16,512,Blue,2.22,Intel Core I7,953,127896,8.49,3.3,127.896,Premium,Intel,i7,1,38756.36363636364
Hp,Inspiron,13Th Gen,8,256,White,2.87,Intel Core I5,428,87418,26.4,4.4,87.418,Premium,Intel,i5,1,19867.727272727272
Lenovo,14,12Th Gen,32,256,Grey,2.57,Intel Core I7,592,164402,25.15,3.4,164.402,Premium,Intel,i7,1,48353.529411764706
Dell,Vivobook,12Th Gen,16,512,Black,1.66,Intel Core I3,396,126421,8.91,3.0,126.421,Premium,Intel,i3,1,42140.333333333336
Asus,Inspiron,11Th Gen,4,512,Silver,2.61,Intel Core I5,537,150007,39.93,2.6,150.007,Premium,Intel,i5,1,57695.0
Dell,Vivobook,12Th Gen,32,512,Blue,1.65,AMD Ryzen 3,448,194303,19.78,4.1,194.303,Premium,AMD,Ryzen 3,1,47390.975609756104
Acer,16,10Th Gen,16,512,Silver,2.35,AMD Ryzen 5,709,108373,27.48,3.7,108.373,Premium,AMD,Ryzen 5,1,29290.0
Acer,X1,11Th Gen,4,512,Black,2.26,Intel Core I7,607,84095,23.67,3.9,84.095,Premium,Intel,i7,1,21562.82051282051
Lenovo,Vivobook,11Th Gen,16,256,Black,2.35,AMD Ryzen 3,468,68532,27.435000000000002,4.2,68.532,Mid-Range,AMD,Ryzen 3,1,16317.142857142857
Lenovo,X1,13Th Gen,32,1024,Black,1.55,Intel Core I3,629,79593,26.22,2.7,79.593,Mid-Range,Intel,i3,1,29478.888888888887
Lenovo,X1,11Th Gen,16,512,Silver,2.74,Intel Core I5,581,168624,0.93,3.0,168.624,Premium,Intel,i5,1,56208.0
Dell,15,12Th Gen,32,256,Black,2.33,AMD Ryzen 3,559,184708,19.78,3.9,184.708,Premium,AMD,Ryzen 3,1,47361.02564102564
Acer,Inspiron,12Th Gen,16,512,Blue,2.14,Intel Core I3,630,193939,23.68,4.4,193.939,Premium,Intel,i3,1,44077.04545454545
Lenovo,16,10Th Gen,4,256,White,1.29,AMD Ryzen 5,610,98946,27.229999999999997,4.4,98.946,Premium,AMD,Ryzen 5,1,22487.727272727272
Hp,16,10Th Gen,32,512,White,2.72,AMD Ryzen 7,668,34298,14.46,4.4,34.298,Budget,AMD,Ryzen 7,1,7794.999999999999
Lenovo,14,12Th Gen,8,256,Blue,1.66,AMD Ryzen 7,843,67075,19.65,4.1,67.075,Mid-Range,AMD,Ryzen 7,1,16359.756097560978
Asus,16,11Th Gen,12,512,Silver,1.62,AMD Ryzen 5,473,72580,27.07,3.5,72.58,Mid-Range,AMD,Ryzen 5,1,20737.14285714286
Asus,16,11Th Gen,16,512,Silver,2.97,AMD Ryzen 3,535,31530,16.26,3.0,31.53,Budget,AMD,Ryzen 3,1,10510.0
Asus,15,12Th Gen,8,1024,Grey,1.69,AMD Ryzen 3,686,44567,18.85,4.1,44.567,Mid-Range,AMD,Ryzen 3,1,10870.000000000002
Lenovo,16,13Th Gen,4,512,Grey,2.0,Intel Core I5,592,168975,22.76,3.4,168.975,Premium,Intel,i5,1,49698.529411764706
Hp,Vivobook,13Th Gen,32,256,Silver,1.55,AMD Ryzen 7,874,142913,1.03,4.1,142.913,Premium,AMD,Ryzen 7,1,34856.829268292684
Acer,X1,11Th Gen,32,1024,White,2.2,AMD Ryzen 3,446,59600,28.66,2.9,59.6,Mid-Range,AMD,Ryzen 3,1,20551.724137931036
Lenovo,16,11Th Gen,16,256,Silver,1.48,Intel Core I5,588,199335,27.435000000000002,3.9,199.335,Premium,Intel,i5,1,51111.53846153846
Dell,X1,11Th Gen,16,512,White,2.76,AMD Ryzen 7,149,153361,21.994999999999997,4.0,153.361,Premium,AMD,Ryzen 7,1,38340.25
Lenovo,X1,10Th Gen,12,256,Grey,1.23,AMD Ryzen 5,636,35209,4.65,3.4,35.209,Budget,AMD,Ryzen 5,1,10355.588235294117
Dell,Inspiron,11Th Gen,32,256,Silver,2.78,Intel Core I5,540,182676,28.55,4.4,182.676,Premium,Intel,i5,1,41517.27272727272
Asus,Vivobook,13Th Gen,8,256,White,1.3,Intel Core I3,154,100838,35.9,3.9,100.838,Premium,Intel,i3,1,25855.897435897437
Dell,15,10Th Gen,16,256,Blue,1.49,Intel Core I5,565,23954,28.43,2.6,23.954,Budget,Intel,i5,1,9213.076923076922
Asus,X1,10Th Gen,12,1024,Black,2.77,Intel Core I7,565,85744,24.84,2.8,85.744,Premium,Intel,i7,1,30622.857142857145
Lenovo,Vivobook,13Th Gen,12,256,Blue,1.77,AMD Ryzen 3,189,90670,25.84,3.9,90.67,Premium,AMD,Ryzen 3,1,23248.71794871795
Hp,15,13Th Gen,16,1024,Grey,2.82,AMD Ryzen 7,954,24050,21.869999999999997,2.9,24.05,Budget,AMD,Ryzen 7,1,8293.103448275862
Hp,16,12Th Gen,4,512,Grey,1.49,Intel Core I7,856,91739,23.95,3.6,91.739,Premium,Intel,i7,1,25483.055555555555
Lenovo,Inspiron,10Th Gen,12,256,Grey,2.62,Intel Core I5,592,25757,19.27,3.4,25.757,Budget,Intel,i5,1,7575.588235294118
Hp,Inspiron,11Th Gen,8,256,Grey,2.53,Intel Core I7,105,183671,24.66,2.6,183.671,Premium,Intel,i7,1,70642.69230769231
Hp,Inspiron,13Th Gen,16,1024,Blue,2.19,Intel Core I5,554,179874,21.869999999999997,3.8,179.874,Premium,Intel,i5,1,47335.26315789474
Dell,X1,13Th Gen,32,512,Blue,2.14,AMD Ryzen 3,463,185093,24.424999999999997,2.8,185.093,Premium,AMD,Ryzen 3,1,66104.64285714286
Dell,X1,11Th Gen,32,256,Silver,2.68,Intel Core I5,288,48922,44.43,2.8,48.922,Mid-Range,Intel,i5,1,17472.14285714286
Hp,14,11Th Gen,8,512,Silver,2.31,AMD Ryzen 7,632,193085,23.39,4.9,193.085,Premium,AMD,Ryzen 7,1,39405.102040816324
Lenovo,14,10Th Gen,32,1024,White,2.15,Intel Core I3,918,21984,49.44,3.7,21.984,Budget,Intel,i3,1,5941.621621621622
Lenovo,14,11Th Gen,12,1024,Black,1.67,AMD Ryzen 3,112,104533,13.39,3.6,104.533,Premium,AMD,Ryzen 3,1,29036.944444444445
Dell,14,12Th Gen,32,512,Blue,2.73,Intel Core I3,640,164785,14.32,3.9,164.785,Premium,Intel,i3,1,42252.5641025641
Acer,X1,13Th Gen,8,256,Grey,1.98,AMD Ryzen 7,346,42032,2.25,2.6,42.032,Mid-Range,AMD,Ryzen 7,1,16166.153846153846
Dell,15,10Th Gen,16,512,Silver,2.97,AMD Ryzen 7,490,99619,21.56,3.8,99.619,Premium,AMD,Ryzen 7,1,26215.526315789473
Asus,X1,13Th Gen,4,256,Black,2.66,Intel Core I3,565,194895,40.43,2.8,194.895,Premium,Intel,i3,1,69605.35714285714
Lenovo,Inspiron,11Th Gen,32,1024,Black,2.8,Intel Core I3,588,153850,27.5,3.9,153.85,Premium,Intel,i3,1,39448.71794871795
Lenovo,X1,13Th Gen,8,1024,Silver,2.68,AMD Ryzen 7,539,24026,19.23,3.7,24.026,Budget,AMD,Ryzen 7,1,6493.513513513513
Lenovo,16,11Th Gen,8,1024,Grey,2.96,Intel Core I3,521,58154,23.19,4.2,58.154,Mid-Range,Intel,i3,1,13846.190476190475
Dell,15,10Th Gen,12,512,Grey,2.48,AMD Ryzen 5,448,158287,28.87,4.1,158.287,Premium,AMD,Ryzen 5,1,38606.585365853665
Dell,Vivobook,12Th Gen,4,512,White,1.55,Intel Core I7,678,125044,23.725,4.1,125.044,Premium,Intel,i7,1,30498.536585365855
Dell,Inspiron,13Th Gen,8,256,White,2.44,AMD Ryzen 3,794,81752,3.97,3.3,81.752,Premium,AMD,Ryzen 3,1,24773.333333333336
Asus,X1,10Th Gen,8,1024,Silver,1.71,AMD Ryzen 7,656,153590,25.5,5.0,153.59,Premium,AMD,Ryzen 7,1,30718.0
Hp,15,11Th Gen,4,512,White,2.64,Intel Core I3,618,48733,40.85,2.8,48.733,Mid-Range,Intel,i3,1,17404.64285714286
Acer,X1,11Th Gen,32,1024,White,1.91,AMD Ryzen 5,702,133148,28.66,4.7,133.148,Premium,AMD,Ryzen 5,1,28329.36170212766
Acer,15,12Th Gen,8,512,Grey,1.87,Intel Core I3,586,97596,9.17,3.8,97.596,Premium,Intel,i3,1,25683.157894736843
Hp,14,10Th Gen,4,1024,Black,2.79,AMD Ryzen 5,570,145354,14.11,3.6,145.354,Premium,AMD,Ryzen 5,1,40376.11111111111
Asus,15,12Th Gen,16,512,Silver,2.4,Intel Core I7,323,115988,22.82,4.1,115.988,Premium,Intel,i7,1,28289.756097560978
Acer,Vivobook,10Th Gen,4,512,Silver,1.75,AMD Ryzen 3,387,74296,2.22,4.6,74.296,Mid-Range,AMD,Ryzen 3,1,16151.304347826088
Dell,16,11Th Gen,32,512,Black,2.94,Intel Core I7,551,60713,28.55,3.0,60.713,Mid-Range,Intel,i7,1,20237.666666666668
Dell,X1,13Th Gen,12,1024,Blue,2.36,AMD Ryzen 7,490,28079,2.67,3.8,28.079,Budget,AMD,Ryzen 7,1,7389.21052631579
Dell,16,10Th Gen,4,256,White,1.87,Intel Core I3,567,24739,24.615000000000002,3.7,24.739,Budget,Intel,i3,1,6686.216216216216
Dell,Vivobook,12Th Gen,32,256,Black,2.53,AMD Ryzen 3,530,196240,9.89,2.7,196.24,Premium,AMD,Ryzen 3,1,72681.48148148147
Dell,Inspiron,10Th Gen,32,512,Black,2.27,Intel Core I5,448,80525,25.39,4.1,80.525,Premium,Intel,i5,1,19640.243902439026
Lenovo,Vivobook,10Th Gen,4,256,White,1.56,AMD Ryzen 3,526,117875,32.6,3.5,117.875,Premium,AMD,Ryzen 3,1,33678.57142857143
Acer,15,13Th Gen,8,1024,Blue,1.86,Intel Core I7,517,34721,39.79,3.0,34.721,Budget,Intel,i7,1,11573.666666666666
Asus,14,13Th Gen,8,256,Silver,2.74,AMD Ryzen 5,582,121171,22.75,2.7,121.171,Premium,AMD,Ryzen 5,1,44878.148148148146
Lenovo,16,12Th Gen,4,256,Grey,2.65,AMD Ryzen 7,496,86106,19.58,4.7,86.106,Premium,AMD,Ryzen 7,1,18320.425531914894
Hp,X1,13Th Gen,8,256,Silver,2.83,Intel Core I3,559,180776,25.4,3.3,180.776,Premium,Intel,i3,1,54780.606060606064
Dell,15,12Th Gen,32,1024,Silver,1.42,AMD Ryzen 5,218,188625,19.78,3.2,188.625,Premium,AMD,Ryzen 5,1,58945.3125
Acer,Vivobook,12Th Gen,8,256,Grey,1.3,Intel Core I3,341,74075,22.415,2.6,74.075,Mid-Range,Intel,i3,1,28490.384615384613
Lenovo,15,11Th Gen,8,512,Black,2.44,Intel Core I5,693,51544,23.19,3.9,51.544,Mid-Range,Intel,i5,1,13216.410256410256
Hp,16,11Th Gen,8,256,Blue,2.03,AMD Ryzen 7,741,34905,49.1,2.7,34.905,Budget,AMD,Ryzen 7,1,12927.777777777777
Dell,16,13Th Gen,16,256,White,2.39,Intel Core I7,525,94763,25.865000000000002,4.7,94.763,Premium,Intel,i7,1,20162.340425531915
Dell,Inspiron,11Th Gen,12,512,Blue,2.23,Intel Core I3,454,83230,38.36,4.8,83.23,Premium,Intel,i3,1,17339.583333333336
Acer,14,10Th Gen,16,1024,Black,2.1,AMD Ryzen 3,574,43181,47.24,3.6,43.181,Mid-Range,AMD,Ryzen 3,1,11994.722222222223
Hp,Inspiron,13Th Gen,12,256,Blue,2.38,Intel Core I3,800,167324,36.37,3.0,167.324,Premium,Intel,i3,1,55774.666666666664
Asus,14,12Th Gen,4,512,Silver,1.79,AMD Ryzen 5,184,54018,28.81,3.5,54.018,Mid-Range,AMD,Ryzen 5,1,15433.714285714286
Hp,14,12Th Gen,12,1024,Blue,1.61,AMD Ryzen 3,542,186919,9.3,4.7,186.919,Premium,AMD,Ryzen 3,1,39770.0
Dell,Vivobook,11Th Gen,4,1024,Blue,2.82,AMD Ryzen 3,499,188637,28.26,4.0,188.637,Premium,AMD,Ryzen 3,1,47159.25
Asus,15,13Th Gen,32,512,Blue,2.69,Intel Core I5,831,33268,49.67,2.6,33.268,Budget,Intel,i5,1,12795.384615384615
Hp,X1,13Th Gen,8,512,Black,2.19,AMD Ryzen 3,618,67482,19.8,2.8,67.482,Mid-Range,AMD,Ryzen 3,1,24100.714285714286
Hp,15,13Th Gen,4,512,Blue,1.41,AMD Ryzen 7,153,110696,18.29,3.9,110.696,Premium,AMD,Ryzen 7,1,28383.589743589746
Dell,Vivobook,10Th Gen,4,512,White,1.99,Intel Core I7,360,65726,3.64,2.6,65.726,Mid-Range,Intel,i7,1,25279.23076923077
Lenovo,14,11Th Gen,12,1024,Silver,2.01,AMD Ryzen 7,324,90998,1.58,4.3,90.998,Premium,AMD,Ryzen 7,1,21162.32558139535
Hp,14,13Th Gen,4,512,Blue,2.84,AMD Ryzen 7,398,192892,27.33,4.0,192.892,Premium,AMD,Ryzen 7,1,48223.0
Hp,14,12Th Gen,16,256,Black,2.49,Intel Core I5,527,184360,29.4,3.7,184.36,Premium,Intel,i5,1,49827.02702702703
Dell,15,11Th Gen,8,256,Black,2.7,Intel Core I7,473,174145,23.33,3.3,174.145,Premium,Intel,i7,1,52771.21212121213
Lenovo,15,11Th Gen,4,1024,White,1.49,Intel Core I7,562,39866,23.79,2.5,39.866,Budget,Intel,i7,1,15946.4
Dell,Vivobook,11Th Gen,32,1024,White,1.27,Intel Core I7,840,85495,9.6,3.6,85.495,Premium,Intel,i7,1,23748.61111111111
Acer,X1,11Th Gen,12,256,Grey,2.48,Intel Core I7,574,40386,23.205,3.6,40.386,Mid-Range,Intel,i7,1,11218.333333333334
Acer,Vivobook,12Th Gen,4,1024,Black,2.98,Intel Core I5,627,185092,28.405,4.2,185.092,Premium,Intel,i5,1,44069.52380952381
Lenovo,14,10Th Gen,16,512,Grey,2.49,Intel Core I7,830,21447,25.32,3.8,21.447,Budget,Intel,i7,1,5643.9473684210525
Hp,16,11Th Gen,16,1024,White,2.35,Intel Core I5,411,56492,36.65,3.2,56.492,Mid-Range,Intel,i5,1,17653.75
Dell,X1,11Th Gen,32,1024,Black,2.2,AMD Ryzen 7,678,164401,28.55,3.2,164.401,Premium,AMD,Ryzen 7,1,51375.3125
Acer,15,12Th Gen,12,1024,Black,1.77,AMD Ryzen 7,470,185073,23.06,4.5,185.073,Premium,AMD,Ryzen 7,1,41127.333333333336
Acer,Inspiron,13Th Gen,4,512,Black,2.49,Intel Core I5,627,59433,28.37,4.2,59.433,Mid-Range,Intel,i5,1,14150.714285714284
Hp,Inspiron,13Th Gen,4,256,White,1.91,Intel Core I7,246,46128,27.33,3.6,46.128,Mid-Range,Intel,i7,1,12813.333333333332
Asus,Vivobook,12Th Gen,32,256,Blue,2.79,Intel Core I5,629,166942,28.59,3.9,166.942,Premium,Intel,i5,1,42805.64102564102
Lenovo,X1,11Th Gen,32,512,Black,2.28,AMD Ryzen 7,562,154105,27.5,2.5,154.105,Premium,AMD,Ryzen 7,1,61642.0
Acer,15,10Th Gen,16,512,Black,2.86,AMD Ryzen 3,407,100247,27.48,2.6,100.247,Premium,AMD,Ryzen 3,1,38556.53846153846
Dell,X1,12Th Gen,4,1024,Blue,2.21,AMD Ryzen 3,567,141615,23.725,3.7,141.615,Premium,AMD,Ryzen 3,1,38274.32432432432
Lenovo,16,13Th Gen,8,256,Silver,2.25,AMD Ryzen 7,482,40042,24.74,3.6,40.042,Mid-Range,AMD,Ryzen 7,1,11122.777777777777
Asus,14,12Th Gen,8,1024,White,2.9,AMD Ryzen 5,615,174865,2.35,3.3,174.865,Premium,AMD,Ryzen 5,1,52989.39393939394
Asus,Inspiron,11Th Gen,4,256,Grey,2.32,Intel Core I5,374,34200,25.8,4.0,34.2,Budget,Intel,i5,1,8550.0
Lenovo,X1,10Th Gen,32,1024,Silver,2.59,Intel Core I7,694,130562,27.57,3.4,130.562,Premium,Intel,i7,1,38400.58823529412
Lenovo,Vivobook,10Th Gen,4,1024,Black,1.36,Intel Core I3,590,117201,27.229999999999997,4.3,117.201,Premium,Intel,i3,1,27256.04651162791
Asus,Vivobook,10Th Gen,16,512,Black,1.77,AMD Ryzen 3,708,179751,11.28,4.7,179.751,Premium,AMD,Ryzen 3,1,38244.89361702128
Asus,15,11Th Gen,32,512,Silver,2.36,AMD Ryzen 7,406,30082,34.79,3.5,30.082,Budget,AMD,Ryzen 7,1,8594.857142857143
Dell,Inspiron,13Th Gen,8,256,Silver,1.98,AMD Ryzen 7,611,172228,39.98,3.8,172.228,Premium,AMD,Ryzen 7,1,45323.15789473685
Asus,15,12Th Gen,12,256,White,2.86,Intel Core I3,434,192564,23.34,3.4,192.564,Premium,Intel,i3,1,56636.470588235294
Dell,X1,12Th Gen,4,1024,Grey,1.2,Intel Core I5,473,194325,22.3,3.3,194.325,Premium,Intel,i5,1,58886.36363636364
Acer,Inspiron,10Th Gen,16,512,White,1.79,AMD Ryzen 3,413,85953,27.48,2.8,85.953,Premium,AMD,Ryzen 3,1,30697.500000000004
