Laptop_Name,Model_Name,Laptop_Gen,Ram,Rom,Color,Weight_In_Kg,Core,Review,Price,Offer,Rating
Acer,X1,11th Gen,4.0,512.0,Black,2.26,Intel Core i7,,84095.81,,3.9
Lenovo,VivoBook,11th Gen,16.0,256.0,Black,2.35,AMD Ryzen 3,,68532.25,,4.2
Lenovo,X1,13th Gen,32.0,1024.0,Black,1.55,Intel Core i3,,79593.71,,2.7
Lenovo,X1,11th Gen,16.0,512.0,Silver,2.74,Intel Core i5,,168624.0,0.93,3.0
Dell,15,12th Gen,32.0,256.0,Black,2.33,AMD Ryzen 3,,184708.51,,3.9
Acer,Inspiron,12th Gen,16.0,512.0,Blue,2.14,Intel Core i3,,193939.84,,4.4
Lenovo,16,10th Gen,4.0,256.0,White,1.29,AMD Ryzen 5,,98946.7,,4.4
Hp,16,10th Gen,32.0,512.0,White,2.72,AMD Ryzen 7,668.11,34298.72,14.46,4.4
Lenovo,14,12th Gen,8.0,256.0,Blue,1.66,AMD Ryzen 7,843.21,67075.43,19.65,4.1
Asus,16,11th Gen,12.0,512.0,Silver,1.62,AMD Ryzen 5,,72580.83,27.07,3.5
Asus,16,11th Gen,16.0,512.0,Silver,2.97,AMD Ryzen 3,,31530.18,16.26,3.0
Asus,15,12th Gen,8.0,1024.0,Grey,1.69,AMD Ryzen 3,,44567.38,18.85,4.1
Lenovo,16,13th Gen,4.0,512.0,Grey,2.0,Intel Core i5,,168975.33,,3.4
Hp,VivoBook,13th Gen,32.0,256.0,Silver,1.55,AMD Ryzen 7,874.52,142913.59,1.03,4.1
Acer,X1,11th Gen,32.0,1024.0,White,2.2,AMD Ryzen 3,,59600.83,,2.9
Lenovo,16,11th Gen,16.0,256.0,Silver,1.48,Intel Core i5,,199335.35,,3.9
Dell,X1,11th Gen,16.0,512.0,White,2.76,AMD Ryzen 7,149.48,153361.99,,4.0
Lenovo,X1,10th Gen,12.0,256.0,Grey,1.23,AMD Ryzen 5,636.47,35209.83,4.65,3.4
Dell,Inspiron,11th Gen,32.0,256.0,Silver,2.78,Intel Core i5,,182676.42,,4.4
Asus,VivoBook,13th Gen,8.0,256.0,White,1.3,Intel Core i3,154.96,100838.06,35.9,3.9
Dell,15,10th Gen,16.0,256.0,Blue,1.49,Intel Core i5,,23954.17,,2.6
Asus,X1,10th Gen,12.0,1024.0,Black,2.77,Intel Core i7,,85744.33,,2.8
Lenovo,VivoBook,13th Gen,12.0,256.0,Blue,1.77,AMD Ryzen 3,189.87,90670.86,25.84,3.9
Hp,15,13th Gen,16.0,1024.0,Grey,2.82,AMD Ryzen 7,954.28,24050.37,,2.9
Hp,Inspiron,11th Gen,32.0,512.0,Black,,Intel Core i5,328.9,162410.17,19.52,4.6
Hp,16,12th Gen,4.0,512.0,Grey,1.49,Intel Core i7,856.51,91739.95,,3.6
Lenovo,Inspiron,10th Gen,12.0,256.0,Grey,2.62,Intel Core i5,,25757.72,19.27,3.4
Hp,Inspiron,11th Gen,8.0,256.0,Grey,2.53,Intel Core i7,105.93,183671.57,,2.6
Asus,X1,11th Gen,,512.0,Blue,2.21,Intel Core i5,,96336.96,,4.2
Hp,Inspiron,13th Gen,16.0,1024.0,Blue,2.19,Intel Core i5,,179874.39,,3.8
Dell,X1,13th Gen,32.0,512.0,Blue,2.14,AMD Ryzen 3,,185093.78,,2.8
Dell,X1,11th Gen,32.0,256.0,Silver,2.68,Intel Core i5,288.65,48922.14,44.43,2.8
Hp,14,11th Gen,8.0,512.0,Silver,2.31,AMD Ryzen 7,632.12,193085.86,23.39,4.9
Lenovo,14,10th Gen,32.0,1024.0,White,2.15,Intel Core i3,918.96,21984.3,49.44,3.7
Lenovo,14,11th Gen,12.0,1024.0,Black,1.67,AMD Ryzen 3,112.69,104533.28,13.39,3.6
Dell,14,12th Gen,32.0,512.0,Blue,2.73,Intel Core i3,640.1,164785.55,14.32,3.9
Acer,X1,13th Gen,8.0,256.0,Grey,1.98,AMD Ryzen 7,346.77,42032.99,2.25,2.6
Dell,15,10th Gen,16.0,512.0,Silver,2.97,AMD Ryzen 7,,99619.27,21.56,3.8
Asus,X1,13th Gen,4.0,256.0,Black,2.66,Intel Core i3,,194895.65,40.43,2.8
Lenovo,Inspiron,11th Gen,32.0,1024.0,Black,2.8,Intel Core i3,,153850.95,,3.9
Lenovo,X1,13th Gen,8.0,1024.0,Silver,2.68,AMD Ryzen 7,,24026.02,,3.7
Lenovo,16,11th Gen,8.0,1024.0,Grey,2.96,Intel Core i3,521.71,58154.18,,4.2
Dell,15,10th Gen,12.0,512.0,Grey,2.48,AMD Ryzen 5,,158287.52,,4.1
Dell,VivoBook,12th Gen,4.0,512.0,White,1.55,Intel Core i7,678.53,125044.4,,4.1
Dell,Inspiron,13th Gen,8.0,256.0,White,2.44,AMD Ryzen 3,794.39,81752.26,3.97,3.3
Asus,X1,10th Gen,8.0,1024.0,Silver,1.71,AMD Ryzen 7,656.73,153590.56,,5.0
Hp,15,11th Gen,4.0,512.0,White,2.64,Intel Core i3,,48733.14,40.85,2.8
Acer,X1,11th Gen,32.0,1024.0,White,1.91,AMD Ryzen 5,702.06,133148.07,,4.7
Acer,15,12th Gen,8.0,512.0,Grey,1.87,Intel Core i3,,97596.44,9.17,3.8
Hp,14,10th Gen,4.0,1024.0,Black,2.79,AMD Ryzen 5,,145354.86,14.11,3.6
Asus,15,12th Gen,16.0,512.0,Silver,2.4,Intel Core i7,323.73,115988.9,,4.1
Acer,VivoBook,10th Gen,4.0,512.0,Silver,1.75,AMD Ryzen 3,387.8,74296.88,2.22,4.6
Dell,16,11th Gen,32.0,512.0,Black,2.94,Intel Core i7,,60713.12,,3.0
Dell,X1,13th Gen,12.0,1024.0,Blue,2.36,AMD Ryzen 7,,28079.39,2.67,3.8
Dell,16,10th Gen,4.0,256.0,White,1.87,Intel Core i3,,24739.97,,3.7
Dell,VivoBook,12th Gen,32.0,256.0,Black,2.53,AMD Ryzen 3,,196240.23,9.89,2.7
Dell,Inspiron,10th Gen,32.0,512.0,Black,2.27,Intel Core i5,,80525.42,,4.1
Lenovo,VivoBook,10th Gen,4.0,256.0,White,1.56,AMD Ryzen 3,,117875.28,32.6,3.5
Acer,15,13th Gen,8.0,1024.0,Blue,1.86,Intel Core i7,,34721.15,39.79,3.0
Asus,14,13th Gen,8.0,256.0,Silver,2.74,AMD Ryzen 5,,121171.05,,2.7
Lenovo,16,12th Gen,4.0,256.0,Grey,2.65,AMD Ryzen 7,,86106.6,,4.7
Hp,X1,13th Gen,8.0,256.0,Silver,2.83,Intel Core i3,559.35,180776.83,,3.3
Dell,15,12th Gen,32.0,1024.0,Silver,1.42,AMD Ryzen 5,218.46,188625.2,,3.2
Acer,VivoBook,12th Gen,8.0,256.0,Grey,1.3,Intel Core i3,341.28,74075.19,,2.6
Lenovo,15,11th Gen,8.0,512.0,Black,2.44,Intel Core i5,693.18,51544.29,,3.9
Hp,16,11th Gen,8.0,256.0,Blue,2.03,AMD Ryzen 7,741.61,34905.82,49.1,2.7
Dell,16,13th Gen,16.0,256.0,White,2.39,Intel Core i7,525.86,94763.75,,4.7
Dell,Inspiron,11th Gen,12.0,512.0,Blue,2.23,Intel Core i3,454.42,83230.13,38.36,4.8
Acer,14,10th Gen,16.0,1024.0,Black,2.1,AMD Ryzen 3,,43181.86,47.24,3.6
Hp,Inspiron,13th Gen,12.0,256.0,Blue,2.38,Intel Core i3,800.15,167324.97,36.37,3.0
Asus,14,12th Gen,4.0,512.0,Silver,1.79,AMD Ryzen 5,184.16,54018.62,,3.5
Hp,14,12th Gen,12.0,1024.0,Blue,1.61,AMD Ryzen 3,,186919.33,9.3,4.7
Dell,VivoBook,11th Gen,4.0,1024.0,Blue,2.82,AMD Ryzen 3,,188637.6,,4.0
Asus,15,13th Gen,32.0,512.0,Blue,2.69,Intel Core i5,831.02,33268.43,49.67,2.6
Hp,X1,13th Gen,8.0,512.0,Black,2.19,AMD Ryzen 3,,67482.42,19.8,2.8
Hp,15,13th Gen,4.0,512.0,Blue,1.41,AMD Ryzen 7,153.65,110696.22,18.29,3.9
Dell,VivoBook,10th Gen,4.0,512.0,White,1.99,Intel Core i7,360.36,65726.83,3.64,2.6
Lenovo,14,11th Gen,12.0,1024.0,Silver,2.01,AMD Ryzen 7,324.38,90998.94,1.58,4.3
Hp,14,13th Gen,4.0,512.0,Blue,2.84,AMD Ryzen 7,398.93,192892.23,,4.0
Hp,14,12th Gen,16.0,256.0,Black,2.49,Intel Core i5,,184360.12,29.4,3.7
Dell,15,11th Gen,8.0,256.0,Black,2.7,Intel Core i7,,174145.79,,3.3
Lenovo,15,11th Gen,4.0,1024.0,White,1.49,Intel Core i7,,39866.63,,2.5
Dell,VivoBook,11th Gen,32.0,1024.0,White,1.27,Intel Core i7,840.65,85495.54,9.6,3.6
Acer,X1,11th Gen,12.0,256.0,Grey,2.48,Intel Core i7,,40386.82,,3.6
Acer,VivoBook,12th Gen,4.0,1024.0,Black,2.98,Intel Core i5,,185092.01,,4.2
Lenovo,14,10th Gen,16.0,512.0,Grey,2.49,Intel Core i7,830.29,21447.54,,3.8
Hp,16,11th Gen,16.0,1024.0,White,2.35,Intel Core i5,,56492.33,36.65,3.2
Dell,X1,11th Gen,32.0,1024.0,Black,2.2,AMD Ryzen 7,,164401.03,,3.2
Acer,15,12th Gen,12.0,1024.0,Black,1.77,AMD Ryzen 7,470.62,185073.71,,4.5
Acer,Inspiron,13th Gen,4.0,512.0,Black,2.49,Intel Core i5,,59433.53,28.37,4.2
Hp,Inspiron,13th Gen,4.0,256.0,White,1.91,Intel Core i7,246.65,46128.5,,3.6
Asus,VivoBook,12th Gen,32.0,256.0,Blue,2.79,Intel Core i5,,166942.42,28.59,3.9
Lenovo,X1,11th Gen,32.0,512.0,Black,2.28,AMD Ryzen 7,,154105.6,,2.5
Acer,15,10th Gen,16.0,512.0,Black,2.86,AMD Ryzen 3,407.07,100247.32,,2.6
Dell,X1,12th Gen,4.0,1024.0,Blue,2.21,AMD Ryzen 3,,141615.83,,3.7
Lenovo,16,13th Gen,8.0,256.0,Silver,2.25,AMD Ryzen 7,,40042.38,24.74,3.6
Asus,14,12th Gen,8.0,1024.0,White,2.9,AMD Ryzen 5,,174865.44,2.35,3.3
Asus,Inspiron,11th Gen,4.0,256.0,Grey,2.32,Intel Core i5,374.4,34200.14,,4.0
Lenovo,X1,10th Gen,32.0,1024.0,Silver,2.59,Intel Core i7,694.78,130562.76,,3.4
Dell,Inspiron,10th Gen,12.0,1024.0,Grey,2.92,,,81408.15,,4.0
Lenovo,VivoBook,10th Gen,4.0,1024.0,Black,1.36,Intel Core i3,,117201.16,,4.3
Asus,VivoBook,10th Gen,16.0,512.0,Black,1.77,AMD Ryzen 3,708.88,179751.24,11.28,4.7
Asus,15,11th Gen,32.0,512.0,Silver,2.36,AMD Ryzen 7,406.22,30082.39,34.79,3.5
Dell,Inspiron,13th Gen,8.0,256.0,Silver,1.98,AMD Ryzen 7,611.41,172228.15,39.98,3.8
Asus,15,12th Gen,12.0,256.0,White,2.86,Intel Core i3,,192564.6,,3.4
Dell,X1,12th Gen,4.0,1024.0,Grey,1.2,Intel Core i5,,194325.09,22.3,3.3
Acer,Inspiron,10th Gen,16.0,512.0,White,1.79,AMD Ryzen 3,,85953.88,,2.8
Asus,16,11th Gen,8.0,1024.0,Grey,2.7,,,196177.23,,2.8
Hp,Inspiron,12th Gen,12.0,256.0,Blue,2.11,Intel Core i5,,190525.53,,4.5
Lenovo,Inspiron,11th Gen,12.0,512.0,Grey,1.99,AMD Ryzen 7,724.4,184404.17,42.45,3.8
Lenovo,VivoBook,13th Gen,8.0,1024.0,Grey,1.4,Intel Core i3,122.13,25413.35,36.1,2.9
Acer,Inspiron,12th Gen,4.0,512.0,Blue,2.51,AMD Ryzen 3,,117042.45,,3.2
Lenovo,15,13th Gen,16.0,256.0,Black,2.15,Intel Core i3,,86184.35,,4.2
Acer,15,10th Gen,8.0,256.0,Silver,2.87,AMD Ryzen 5,397.03,77039.24,,4.7
Hp,15,12th Gen,8.0,1024.0,Grey,1.88,AMD Ryzen 5,316.04,30176.87,48.75,2.7
Lenovo,X1,13th Gen,16.0,512.0,Silver,2.22,Intel Core i3,,78825.58,0.97,4.1
Lenovo,14,10th Gen,4.0,512.0,Black,2.01,AMD Ryzen 5,831.61,179793.77,32.35,3.3
Dell,X1,11th Gen,16.0,1024.0,Silver,1.22,AMD Ryzen 3,609.13,85164.12,38.7,4.4
Acer,14,13th Gen,8.0,256.0,White,1.57,AMD Ryzen 5,737.67,170797.66,,3.9
Acer,X1,11th Gen,4.0,1024.0,Grey,2.16,Intel Core i3,266.29,166789.18,,4.8
Acer,Inspiron,10th Gen,12.0,256.0,Grey,1.9,AMD Ryzen 7,115.72,31968.49,,2.6
Asus,X1,10th Gen,12.0,1024.0,Black,2.97,Intel Core i3,,162653.58,,4.3
Lenovo,Inspiron,11th Gen,8.0,256.0,White,1.24,AMD Ryzen 5,837.61,192000.54,7.2,4.4
Acer,X1,11th Gen,4.0,512.0,Grey,1.59,AMD Ryzen 7,,103217.04,,2.7
Lenovo,14,11th Gen,16.0,256.0,White,1.21,AMD Ryzen 5,759.7,178223.69,10.02,4.4
Acer,X1,10th Gen,12.0,1024.0,White,2.07,AMD Ryzen 3,494.03,59123.49,41.11,4.2
Acer,16,13th Gen,16.0,512.0,Black,1.68,AMD Ryzen 3,579.03,32358.61,18.73,3.6
Lenovo,Inspiron,10th Gen,32.0,512.0,Grey,2.45,AMD Ryzen 5,804.86,121158.69,15.88,2.6
Acer,X1,11th Gen,32.0,512.0,Blue,2.52,Intel Core i5,467.67,92321.28,,3.3
Asus,16,12th Gen,32.0,256.0,White,2.12,AMD Ryzen 7,634.28,48521.03,,5.0
Dell,14,13th Gen,32.0,1024.0,Blue,1.21,AMD Ryzen 5,,30053.68,8.31,2.8
Dell,X1,10th Gen,32.0,1024.0,Grey,1.29,Intel Core i7,110.99,193636.72,,4.1
Hp,X1,13th Gen,16.0,1024.0,Black,2.52,AMD Ryzen 7,,82710.69,22.16,4.8
Asus,VivoBook,11th Gen,4.0,1024.0,White,1.2,AMD Ryzen 7,208.21,181968.51,,5.0
Dell,Inspiron,11th Gen,12.0,256.0,Black,2.81,AMD Ryzen 7,973.28,142157.08,44.66,2.6
Acer,Inspiron,12th Gen,8.0,512.0,Grey,2.99,Intel Core i3,,128494.26,,2.9
Asus,Inspiron,10th Gen,8.0,1024.0,Grey,1.96,Intel Core i5,408.5,25789.85,,4.3
Hp,VivoBook,13th Gen,12.0,512.0,Blue,2.44,Intel Core i7,,61421.1,,4.1
Lenovo,X1,12th Gen,32.0,1024.0,Silver,1.78,Intel Core i5,801.8,147336.04,32.41,4.5
Hp,16,13th Gen,8.0,512.0,Black,2.01,AMD Ryzen 5,267.56,29079.09,28.62,3.4
Hp,X1,13th Gen,12.0,512.0,Silver,1.82,Intel Core i7,,139135.55,31.01,4.5
Acer,VivoBook,13th Gen,8.0,1024.0,Grey,2.41,Intel Core i7,577.96,151138.16,5.45,4.4
Lenovo,15,10th Gen,16.0,1024.0,Black,2.31,AMD Ryzen 3,232.74,100520.79,,4.3
Dell,14,13th Gen,12.0,1024.0,Black,1.75,AMD Ryzen 3,,83249.21,,4.2
Hp,15,13th Gen,32.0,512.0,Silver,1.63,AMD Ryzen 7,472.56,195547.11,,3.8
Lenovo,Inspiron,13th Gen,32.0,256.0,Black,2.6,AMD Ryzen 5,,162436.35,28.76,2.9
Hp,16,13th Gen,16.0,512.0,Black,2.83,AMD Ryzen 5,,134174.76,,3.4
Lenovo,X1,13th Gen,32.0,1024.0,Black,1.38,AMD Ryzen 5,862.52,128356.6,,4.9
Lenovo,15,11th Gen,12.0,256.0,Blue,2.41,Intel Core i3,161.86,86898.48,,4.1
Hp,X1,10th Gen,12.0,256.0,Black,2.66,Intel Core i5,722.7,68059.33,14.77,4.4
Lenovo,VivoBook,12th Gen,8.0,512.0,White,2.49,,,112381.36,36.72,4.9
Hp,16,12th Gen,16.0,256.0,Silver,1.52,Intel Core i5,275.1,92461.07,45.95,3.2
Lenovo,14,13th Gen,4.0,512.0,Black,1.73,AMD Ryzen 5,498.09,51053.3,37.69,3.9
Hp,X1,11th Gen,12.0,512.0,Blue,2.33,Intel Core i3,112.05,162235.38,24.56,4.5
Hp,Inspiron,11th Gen,32.0,512.0,Black,2.33,AMD Ryzen 7,,42009.27,,2.9
Dell,X1,12th Gen,12.0,512.0,Silver,2.79,AMD Ryzen 3,,98278.1,,3.9
Acer,Inspiron,12th Gen,4.0,1024.0,Blue,1.66,Intel Core i3,,158455.47,3.55,3.7
Hp,VivoBook,11th Gen,16.0,256.0,Blue,1.91,Intel Core i7,,99086.33,,4.7
Acer,14,13th Gen,12.0,512.0,Black,2.48,AMD Ryzen 7,794.99,92672.04,47.19,4.6
Dell,14,10th Gen,4.0,1024.0,Blue,1.24,AMD Ryzen 3,397.55,111586.41,,3.4
Dell,VivoBook,10th Gen,32.0,512.0,Grey,2.01,AMD Ryzen 3,341.9,75737.47,16.66,4.1
Asus,X1,12th Gen,16.0,512.0,Silver,2.18,Intel Core i3,,83130.09,,3.9
Acer,16,12th Gen,4.0,256.0,White,2.65,AMD Ryzen 7,372.52,180198.51,46.37,3.2
Lenovo,VivoBook,12th Gen,12.0,1024.0,Blue,1.7,Intel Core i7,,70763.57,30.92,4.4
Lenovo,14,11th Gen,32.0,1024.0,Black,1.91,Intel Core i5,,102152.86,,3.0
Lenovo,X1,11th Gen,8.0,512.0,Grey,2.37,Intel Core i5,340.72,142695.98,,3.7
Asus,16,12th Gen,16.0,256.0,Grey,2.48,Intel Core i3,619.23,72688.2,22.97,3.2
Dell,VivoBook,13th Gen,,256.0,Black,1.58,Intel Core i7,,194019.43,,4.3
Lenovo,14,13th Gen,12.0,256.0,Blue,2.71,Intel Core i3,878.65,163640.18,,4.2
Lenovo,16,10th Gen,12.0,1024.0,Grey,2.39,AMD Ryzen 5,730.01,155441.71,,3.3
Acer,VivoBook,12th Gen,4.0,256.0,Silver,2.96,Intel Core i5,,112442.03,28.6,3.3
Hp,16,10th Gen,4.0,512.0,Blue,2.92,AMD Ryzen 5,,61497.38,,4.8
Hp,VivoBook,11th Gen,4.0,256.0,Silver,1.51,Intel Core i5,,42109.34,10.07,2.7
Asus,15,12th Gen,32.0,256.0,Grey,2.01,Intel Core i3,139.83,124029.95,,2.6
Asus,15,13th Gen,16.0,256.0,Black,2.94,AMD Ryzen 3,973.87,70134.56,38.93,3.6
Dell,X1,13th Gen,12.0,256.0,Silver,2.81,Intel Core i5,,34006.59,,4.0
Dell,Inspiron,13th Gen,8.0,512.0,Black,1.78,AMD Ryzen 7,295.93,186643.04,,3.1
Acer,X1,12th Gen,8.0,512.0,Silver,1.4,AMD Ryzen 7,236.3,121576.58,,4.1
Asus,16,10th Gen,32.0,1024.0,Grey,2.19,Intel Core i3,,151440.13,,3.7
Acer,X1,10th Gen,4.0,1024.0,White,2.59,AMD Ryzen 5,688.44,132396.41,,4.9
Asus,X1,11th Gen,8.0,1024.0,Black,1.37,AMD Ryzen 3,265.1,115528.2,,3.6
Lenovo,15,12th Gen,8.0,512.0,Silver,2.59,Intel Core i5,625.82,138772.97,33.07,4.7
Asus,15,13th Gen,32.0,512.0,Grey,1.91,Intel Core i5,493.24,145158.99,,4.4
Asus,14,12th Gen,16.0,256.0,Silver,2.35,AMD Ryzen 5,600.51,41551.15,,3.0
Dell,Inspiron,10th Gen,8.0,1024.0,Blue,1.36,AMD Ryzen 7,,146339.31,13.61,3.1
Lenovo,16,13th Gen,4.0,256.0,Silver,2.25,Intel Core i7,,189118.89,,3.2
Dell,Inspiron,13th Gen,16.0,1024.0,Grey,1.43,AMD Ryzen 3,,158656.17,26.45,3.4
Acer,VivoBook,13th Gen,8.0,1024.0,Grey,1.26,Intel Core i3,,39352.82,,3.5
Dell,16,11th Gen,12.0,512.0,Blue,1.23,Intel Core i5,805.06,24916.94,23.98,3.3
Lenovo,14,13th Gen,12.0,1024.0,Blue,2.27,AMD Ryzen 5,753.88,167875.13,,3.8
Hp,Inspiron,10th Gen,8.0,512.0,Grey,1.82,Intel Core i3,936.35,152410.6,,4.7
Hp,Inspiron,10th Gen,32.0,1024.0,White,1.84,Intel Core i7,,143835.18,,2.9
Asus,14,13th Gen,4.0,512.0,White,1.9,AMD Ryzen 7,691.61,98660.4,2.27,2.7
Acer,15,12th Gen,16.0,256.0,Black,1.41,AMD Ryzen 3,753.72,101143.83,29.44,2.7
Dell,VivoBook,12th Gen,32.0,512.0,Blue,1.87,Intel Core i5,,33674.63,32.04,4.8
Acer,14,11th Gen,4.0,1024.0,Black,2.11,Intel Core i5,,133601.14,20.97,3.5
Lenovo,X1,11th Gen,16.0,256.0,Blue,1.43,AMD Ryzen 3,,41808.8,,3.3
Acer,14,11th Gen,12.0,512.0,Black,1.36,Intel Core i3,382.6,178497.76,35.55,3.5
Hp,14,11th Gen,16.0,512.0,Blue,1.95,AMD Ryzen 5,,136536.81,42.03,3.1
Hp,15,12th Gen,32.0,512.0,Grey,2.55,AMD Ryzen 5,,129724.57,,4.0
Dell,16,10th Gen,32.0,512.0,Grey,2.98,AMD Ryzen 7,495.87,115705.07,22.53,4.4
Acer,VivoBook,13th Gen,32.0,256.0,Black,2.89,Intel Core i3,360.56,186387.62,43.61,4.6
Dell,14,11th Gen,12.0,1024.0,Black,2.1,AMD Ryzen 7,,96404.55,49.65,4.1
Acer,15,12th Gen,4.0,1024.0,Black,2.74,Intel Core i7,,192872.91,1.47,2.7
Dell,16,11th Gen,4.0,1024.0,Blue,1.91,Intel Core i7,966.81,59792.61,,5.0
Hp,15,12th Gen,8.0,256.0,Grey,2.46,Intel Core i7,246.1,155465.78,38.8,3.6
Asus,VivoBook,10th Gen,8.0,256.0,White,1.33,AMD Ryzen 5,,103099.49,43.74,3.6
Asus,VivoBook,13th Gen,16.0,1024.0,White,1.89,Intel Core i5,,162189.95,11.82,2.7
Hp,X1,10th Gen,4.0,1024.0,Silver,1.93,AMD Ryzen 3,,199883.1,,4.1
Acer,14,11th Gen,4.0,1024.0,Black,2.91,AMD Ryzen 5,547.27,141976.22,,3.9
Dell,Inspiron,12th Gen,4.0,,Silver,2.97,Intel Core i3,753.89,138628.95,,3.0
Asus,X1,10th Gen,12.0,256.0,Black,2.78,Intel Core i5,418.8,124382.35,,3.2
Acer,14,11th Gen,8.0,256.0,Grey,1.76,Intel Core i3,,142338.44,,3.7
Asus,15,12th Gen,16.0,256.0,Black,1.67,Intel Core i3,,120667.25,,4.0
Asus,X1,11th Gen,32.0,256.0,Black,2.31,Intel Core i7,924.18,79119.25,,4.4
Lenovo,X1,12th Gen,8.0,512.0,Blue,1.72,AMD Ryzen 7,719.91,88798.69,,3.6
Acer,16,10th Gen,12.0,512.0,Grey,2.3,Intel Core i3,550.02,32688.44,26.92,2.9
Asus,14,10th Gen,16.0,1024.0,Grey,2.18,Intel Core i3,,144350.48,,3.1
Asus,14,12th Gen,4.0,256.0,Black,2.7,AMD Ryzen 3,805.17,20225.33,,2.9
Acer,14,12th Gen,4.0,256.0,Black,2.23,Intel Core i7,957.34,36045.19,46.43,4.8
Lenovo,X1,13th Gen,8.0,512.0,Blue,1.93,AMD Ryzen 5,,109902.92,,3.8
Hp,X1,11th Gen,4.0,1024.0,White,2.59,Intel Core i3,,81551.01,15.08,3.5
Asus,16,10th Gen,16.0,1024.0,White,1.32,AMD Ryzen 7,526.81,44288.05,41.56,4.7
Hp,16,10th Gen,,1024.0,Blue,1.74,AMD Ryzen 3,,138953.02,,4.1
Dell,14,10th Gen,8.0,256.0,Silver,2.01,Intel Core i7,131.72,57704.37,13.87,3.3
Dell,16,10th Gen,12.0,1024.0,White,1.39,AMD Ryzen 5,,26512.47,46.16,4.6
Dell,X1,12th Gen,12.0,1024.0,Grey,1.3,AMD Ryzen 7,117.62,34509.66,34.73,2.5
Acer,15,12th Gen,8.0,256.0,Blue,1.91,AMD Ryzen 3,115.76,101172.37,20.62,4.9
Asus,X1,10th Gen,16.0,1024.0,Black,1.95,Intel Core i5,411.45,140586.15,,4.4
Acer,Inspiron,12th Gen,4.0,512.0,White,1.62,Intel Core i5,802.63,108631.89,29.59,4.6
Dell,Inspiron,11th Gen,32.0,1024.0,Blue,2.71,AMD Ryzen 3,837.04,63755.65,,3.2
Asus,Inspiron,12th Gen,12.0,512.0,Blue,1.75,AMD Ryzen 7,,82065.41,,4.4
Dell,X1,12th Gen,4.0,512.0,Grey,1.46,Intel Core i3,456.55,151957.67,46.81,2.6
Acer,X1,13th Gen,12.0,1024.0,Black,1.55,Intel Core i7,,91386.3,,3.8
Lenovo,VivoBook,12th Gen,32.0,512.0,Silver,2.06,AMD Ryzen 5,,57632.4,,3.9
Asus,14,12th Gen,32.0,256.0,White,1.51,Intel Core i7,,111881.21,18.47,3.0
Acer,16,13th Gen,12.0,256.0,Blue,1.95,AMD Ryzen 5,218.17,76279.89,,4.7
Lenovo,VivoBook,12th Gen,16.0,512.0,Grey,2.12,AMD Ryzen 5,332.6,143971.03,,4.5
Acer,Inspiron,13th Gen,12.0,256.0,Grey,1.45,Intel Core i3,,22978.91,,3.1
Asus,15,11th Gen,4.0,1024.0,White,2.95,,,147918.75,,4.0
Dell,X1,12th Gen,8.0,1024.0,Black,1.63,Intel Core i7,,196580.21,,4.2
Hp,VivoBook,13th Gen,4.0,1024.0,Blue,2.89,AMD Ryzen 7,,148906.27,,4.2
Hp,15,11th Gen,4.0,512.0,Black,2.75,AMD Ryzen 3,922.41,71974.31,,3.9
Acer,X1,11th Gen,32.0,,Silver,1.39,Intel Core i5,,145228.01,44.74,4.6
Acer,Inspiron,12th Gen,12.0,256.0,Grey,2.87,Intel Core i5,485.9,75862.03,,3.1
Dell,Inspiron,10th Gen,4.0,256.0,Silver,2.67,Intel Core i3,271.42,91829.32,24.52,3.7
Acer,VivoBook,12th Gen,32.0,1024.0,Silver,1.45,AMD Ryzen 3,636.76,98729.12,,2.9
Acer,14,13th Gen,12.0,1024.0,Silver,2.34,Intel Core i3,,145229.62,,3.2
Dell,16,11th Gen,16.0,512.0,Silver,1.88,AMD Ryzen 5,,187474.9,3.35,5.0
Dell,16,13th Gen,16.0,256.0,Silver,2.62,AMD Ryzen 3,,27348.79,30.15,3.5
Hp,Inspiron,12th Gen,12.0,1024.0,Grey,1.77,AMD Ryzen 3,,48427.27,,3.5
Asus,Inspiron,13th Gen,12.0,1024.0,Grey,1.3,Intel Core i3,,38213.2,,3.2
Acer,Inspiron,11th Gen,,512.0,White,2.25,Intel Core i3,288.11,186288.95,,2.6
Asus,VivoBook,13th Gen,16.0,256.0,Blue,2.69,Intel Core i5,871.52,164116.52,,2.7
Lenovo,16,11th Gen,16.0,1024.0,White,2.99,AMD Ryzen 3,510.9,140823.69,45.98,3.5
Lenovo,14,10th Gen,4.0,256.0,Grey,1.93,Intel Core i7,,152396.77,,3.5
Hp,14,13th Gen,4.0,256.0,White,2.84,Intel Core i7,,53236.19,46.01,2.6
Dell,Inspiron,10th Gen,32.0,256.0,Blue,2.66,Intel Core i5,220.19,145114.25,,4.2
Lenovo,Inspiron,12th Gen,16.0,512.0,Black,2.97,Intel Core i3,599.48,99661.41,,4.0
Dell,16,13th Gen,12.0,1024.0,Grey,2.91,AMD Ryzen 3,,37715.38,,3.5
Dell,16,12th Gen,4.0,256.0,Blue,2.08,AMD Ryzen 7,,138742.65,,4.0
Acer,14,13th Gen,32.0,512.0,White,2.78,Intel Core i3,,103239.41,,4.9
Asus,15,13th Gen,32.0,256.0,White,1.32,Intel Core i5,,116319.72,17.67,4.8
Hp,15,11th Gen,8.0,256.0,White,1.77,Intel Core i5,401.35,66292.6,13.71,5.0
